9;e;u7;2016-06-04 02:42:51
10;b;u4;2016-06-04 06:19:48
9;f;u8;2016-06-04 22:05:31
10;c;u1;2016-06-05 00:42:28
11;a;u1;2016-06-06 05:43:44
12;a;u2;2016-06-06 19:37:08
11;b;u3;2016-06-07 14:58:13
11;d;u6;2016-06-08 14:28:05
12;b;u3;2016-06-08 20:45:46
9;h;u1;2016-06-08 23:33:40
11;e;u8;2016-06-10 05:19:28
13;a;u1;2016-06-10 18:22:15
13;b;u3;2016-06-10 20:19:58
11;f;u7;2016-06-11 06:01:56
11;g;u5;2016-06-12 03:35:31
12;d;u5;2016-06-13 08:05:54
13;d;u5;2016-06-14 03:25:14
11;h;u1;2016-06-14 12:45:25
12;e;u8;2016-06-18 00:09:40
12;g;u5;2016-06-18 12:59:16
12;f;u7;2016-06-18 16:15:56
14;a;u2;2016-06-19 04:21:11
12;h;u2;2016-06-21 13:57:48
13;e;u8;2016-06-21 15:35:30
13;f;u7;2016-06-21 21:48:11
14;b;u3;2016-06-22 07:37:59
13;g;u6;2016-06-22 09:13:01
14;d;u5;2016-06-23 01:11:03
13;h;u2;2016-06-25 11:56:40
14;g;u6;2016-06-25 22:18:04
15;a;u1;2016-06-26 22:18:28
14;e;u7;2016-06-27 02:49:17
15;b;u3;2016-06-28 02:24:40
14;f;u8;2016-06-28 10:30:35
15;d;u5;2016-06-29 09:28:04
14;h;u1;2016-06-30 16:52:31
15;g;u6;2016-07-02 03:09:09
16;a;u1;2016-07-03 15:25:12
15;e;u8;2016-07-04 19:48:17
16;b;u3;2016-07-05 04:36:53
15;f;u7;2016-07-06 02:39:30
16;d;u5;2016-07-06 07:25:28
16;e;u7;2016-07-07 17:20:55
15;h;u1;2016-07-08 06:11:05
16;f;u8;2016-07-08 13:30:44
16;g;u5;2016-07-09 00:44:49
18;a;u2;2016-07-09 02:31:42
17;a;u1;2016-07-09 22:55:51
18;b;u3;2016-07-11 01:12:55
17;b;u3;2016-07-12 02:31:37
17;d;u5;2016-07-12 12:06:10
16;h;u1;2016-07-13 06:41:30
17;e;u8;2016-07-13 08:56:33
17;g;u6;2016-07-13 20:36:13
17;f;u7;2016-07-14 13:54:31
18;c;u1;2016-07-14 18:46:18
19;a;u1;2016-07-14 18:46:18
17;h;u2;2016-07-15 17:42:42
19;b;u3;2016-07-16 11:20:03
19;d;u5;2016-07-18 07:03:18
19;g;u5;2016-07-18 07:03:18
20;a;u2;2016-07-21 04:22:41
20;b;u3;2016-07-23 04:40:45
20;c;u2;2016-07-23 11:48:45
19;e;u7;2016-07-24 08:56:13
19;f;u8;2016-07-25 23:14:20
19;h;u2;2016-07-27 18:08:34
21;a;u2;2016-07-28 22:56:42
21;b;u3;2016-08-01 01:40:23
21;d;u5;2016-08-01 23:57:40
22;a;u1;2016-08-02 09:26:41
22;b;u3;2016-08-03 00:06:08
22;d;u5;2016-08-03 09:13:15
23;a;u2;2016-08-03 10:41:46
23;b;u3;2016-08-05 00:54:25
23;d;u5;2016-08-05 11:21:15
21;e;u7;2016-08-05 22:56:29
21;g;u6;2016-08-06 09:27:43
23;e;u7;2016-08-06 14:13:04
22;e;u8;2016-08-06 19:12:44
23;f;u8;2016-08-07 20:13:29
21;f;u7;2016-08-07 22:03:51
22;f;u8;2016-08-08 17:07:18
22;g;u6;2016-08-09 20:22:42
21;h;u2;2016-08-10 00:15:14
23;g;u6;2016-08-11 02:52:22
23;h;u1;2016-08-11 10:58:04
22;h;u2;2016-08-12 12:16:32
24;a;u2;2016-08-13 18:33:56
24;b;u3;2016-08-16 08:01:47
24;d;u5;2016-08-16 19:33:45
25;a;u2;2016-08-20 06:08:44
24;g;u5;2016-08-20 09:06:12
26;a;u2;2016-08-21 02:27:04
25;b;u3;2016-08-21 06:12:25
26;b;u3;2016-08-21 15:03:09
25;d;u5;2016-08-22 00:34:08
24;e;u7;2016-08-22 01:22:21
26;d;u6;2016-08-22 19:47:41
26;g;u5;2016-08-23 15:50:49
26;e;u7;2016-08-25 02:11:15
25;g;u6;2016-08-26 14:09:44
25;e;u8;2016-08-26 18:33:09
24;f;u8;2016-08-28 00:22:49
27;a;u2;2016-08-28 03:57:02
24;h;u2;2016-08-28 19:48:08
26;f;u8;2016-08-28 22:19:19
27;b;u3;2016-08-29 17:42:52
27;d;u5;2016-08-30 02:09:02
25;f;u8;2016-08-30 06:23:32
26;h;u2;2016-08-31 01:12:09
25;h;u1;2016-09-02 05:36:32
27;g;u5;2016-09-03 09:49:28
28;a;u2;2016-09-04 09:24:26
28;b;u3;2016-09-04 09:24:26
28;d;u5;2016-09-05 02:19:33
27;e;u8;2016-09-06 09:02:14
28;e;u7;2016-09-06 09:38:48
28;f;u7;2016-09-06 14:46:45
27;f;u8;2016-09-07 06:45:54
27;h;u1;2016-09-08 09:11:55
29;a;u2;2016-09-09 14:43:50
28;g;u6;2016-09-09 23:21:27
29;b;u3;2016-09-11 21:07:41
28;h;u2;2016-09-13 12:48:54
30;a;u2;2016-09-15 09:00:23
29;c;u2;2016-09-15 20:19:51
31;a;u1;2016-09-16 21:34:54
30;b;u3;2016-09-18 04:05:15
31;b;u4;2016-09-18 23:06:21
30;d;u5;2016-09-19 10:17:59
30;e;u8;2016-09-19 10:17:59
30;f;u7;2016-09-19 21:00:42
31;d;u5;2016-09-20 00:17:15
30;g;u6;2016-09-20 06:26:42
30;h;u1;2016-09-21 09:16:54
31;e;u7;2016-09-21 11:36:06
31;f;u8;2016-09-22 07:57:12
32;a;u1;2016-09-23 05:05:14
32;b;u4;2016-09-24 01:36:27
32;c;u1;2016-09-24 08:43:24
31;g;u6;2016-09-26 12:53:05
31;h;u1;2016-09-27 20:59:31
33;a;u1;2016-10-02 16:28:39
33;b;u3;2016-10-04 05:22:20
33;d;u5;2016-10-06 13:32:52
33;e;u8;2016-10-08 23:52:01
34;a;u2;2016-10-09 02:44:23
33;f;u7;2016-10-10 07:31:52
34;b;u3;2016-10-11 03:23:35
33;g;u6;2016-10-11 11:59:00
34;d;u5;2016-10-12 07:36:45
33;h;u1;2016-10-14 15:56:55
34;g;u6;2016-10-16 10:41:30
35;a;u2;2016-10-17 00:33:46
34;e;u7;2016-10-17 15:31:46
34;f;u8;2016-10-18 01:09:20
34;h;u2;2016-10-18 16:40:19
35;b;u3;2016-10-19 00:25:26
35;c;u2;2016-10-19 05:37:00
36;a;u1;2016-10-21 10:17:11
36;b;u3;2016-10-23 20:33:44
36;d;u5;2016-10-24 20:47:31
36;e;u7;2016-10-25 23:57:47
36;f;u7;2016-10-26 20:18:43
37;a;u1;2016-10-28 20:50:24
36;g;u6;2016-10-29 00:45:13
36;h;u2;2016-10-31 08:21:21
37;b;u3;2016-11-01 12:25:23
38;a;u2;2016-11-01 23:54:50
37;d;u5;2016-11-02 15:33:42
38;b;u3;2016-11-03 08:49:01
38;c;u1;2016-11-03 20:26:20
37;e;u7;2016-11-05 18:34:14
37;g;u6;2016-11-06 01:12:08
39;a;u1;2016-11-06 04:03:44
37;f;u8;2016-11-07 20:35:55
40;a;u2;2016-11-07 23:09:22
39;b;u3;2016-11-09 11:04:39
39;d;u5;2016-11-10 08:07:34
37;h;u2;2016-11-10 23:29:12
40;b;u3;2016-11-12 16:46:46
39;e;u7;2016-11-14 00:03:03
39;f;u8;2016-11-14 05:22:59
41;a;u2;2016-11-14 18:23:46
41;b;u3;2016-11-15 16:04:39
39;g;u5;2016-11-16 06:40:04
40;d;u5;2016-11-17 02:55:30
40;g;u6;2016-11-17 09:55:47
42;a;u2;2016-11-18 04:12:56
41;d;u5;2016-11-18 13:49:01
39;h;u2;2016-11-20 04:15:04
42;b;u3;2016-11-20 05:35:23
41;g;u5;2016-11-20 14:38:46
42;d;u5;2016-11-21 17:53:45
40;e;u8;2016-11-22 16:00:29
43;a;u2;2016-11-22 20:15:33
43;b;u3;2016-11-22 20:15:33
43;d;u5;2016-11-24 06:53:25
44;a;u2;2016-11-25 19:34:49
42;e;u8;2016-11-26 02:03:37
43;g;u5;2016-11-26 08:31:25
44;b;u3;2016-11-26 22:41:08
41;e;u7;2016-11-27 02:21:11
44;d;u5;2016-11-28 00:46:37
40;f;u7;2016-11-28 13:56:40
42;g;u6;2016-11-29 01:44:16
40;h;u1;2016-12-01 01:32:33
45;a;u2;2016-12-01 04:45:12
46;a;u2;2016-12-01 13:28:30
46;b;u3;2016-12-03 12:39:39
47;a;u2;2016-12-03 12:54:04
44;g;u6;2016-12-03 18:17:35
45;b;u4;2016-12-03 20:40:57
43;e;u7;2016-12-04 01:47:22
46;d;u5;2016-12-04 05:28:01
45;d;u5;2016-12-04 17:17:18
47;b;u3;2016-12-04 20:11:40
42;f;u7;2016-12-05 22:27:41
42;h;u2;2016-12-06 21:24:11
46;g;u5;2016-12-07 07:37:57
41;f;u7;2016-12-07 08:41:24
47;d;u5;2016-12-07 10:07:03
44;e;u7;2016-12-08 01:11:35
48;a;u2;2016-12-08 05:40:16
45;g;u6;2016-12-08 13:18:24
43;f;u7;2016-12-09 09:05:30
47;g;u5;2016-12-09 11:51:52
48;b;u3;2016-12-09 12:42:54
41;h;u1;2016-12-09 19:32:29
48;d;u6;2016-12-10 01:04:48
46;e;u8;2016-12-10 05:33:21
49;a;u1;2016-12-11 13:37:27
45;e;u7;2016-12-12 05:52:24
43;h;u1;2016-12-13 02:02:57
44;f;u7;2016-12-13 12:28:54
49;b;u3;2016-12-13 18:49:27
50;a;u1;2016-12-14 04:32:45
48;g;u5;2016-12-14 17:33:44
49;d;u5;2016-12-15 19:53:39
50;b;u3;2016-12-17 06:09:35
47;e;u8;2016-12-17 12:41:47
44;h;u2;2016-12-17 15:03:28
46;f;u8;2016-12-17 22:26:42
50;d;u5;2016-12-18 02:23:46
45;f;u8;2016-12-18 17:32:34
51;a;u2;2016-12-18 17:49:36
48;e;u7;2016-12-19 00:40:35
51;b;u3;2016-12-19 13:32:52
49;g;u6;2016-12-19 19:46:23
46;h;u1;2016-12-20 04:23:24
47;f;u8;2016-12-20 15:10:31
51;d;u5;2016-12-21 02:06:07
45;h;u2;2016-12-21 06:59:57
49;e;u7;2016-12-22 09:29:06
50;e;u8;2016-12-22 17:29:17
50;g;u6;2016-12-22 23:30:57
50;f;u8;2016-12-23 04:28:15
48;f;u7;2016-12-23 08:48:07
47;h;u2;2016-12-23 18:19:18
52;a;u2;2016-12-25 04:04:40
50;h;u1;2016-12-25 22:24:38
52;b;u3;2016-12-26 09:32:43
48;h;u1;2016-12-26 14:36:44
52;d;u5;2016-12-27 05:05:36
51;g;u6;2016-12-28 06:02:02
52;e;u8;2016-12-29 16:08:15
53;a;u1;2016-12-30 00:01:06
51;e;u7;2016-12-30 07:01:15
53;b;u3;2016-12-30 16:25:35
49;f;u7;2016-12-30 22:45:36
51;f;u8;2016-12-30 22:56:23
49;h;u1;2016-12-31 02:25:33
51;h;u2;2016-12-31 05:04:45
52;f;u7;2016-12-31 16:56:31
52;g;u6;2016-12-31 18:38:04
53;d;u5;2017-01-01 02:02:30
54;a;u1;2017-01-02 09:00:53
52;h;u2;2017-01-03 14:31:07
54;b;u4;2017-01-04 13:32:37
53;e;u8;2017-01-05 03:25:41
54;d;u5;2017-01-05 18:35:30
53;g;u6;2017-01-06 04:05:04
55;a;u2;2017-01-06 06:08:51
53;f;u8;2017-01-06 15:10:13
55;b;u4;2017-01-07 06:23:59
53;h;u1;2017-01-09 05:11:33
54;g;u6;2017-01-10 00:03:08
54;e;u7;2017-01-10 08:43:12
55;d;u6;2017-01-10 16:25:09
56;a;u2;2017-01-10 20:58:41
54;f;u8;2017-01-12 07:41:16
56;b;u3;2017-01-12 08:18:14
56;d;u5;2017-01-12 22:20:12
55;g;u6;2017-01-13 22:08:11
54;h;u1;2017-01-14 00:30:47
57;a;u2;2017-01-14 07:08:46
57;b;u4;2017-01-16 14:44:26
55;e;u7;2017-01-16 21:31:44
57;d;u5;2017-01-17 13:19:33
56;g;u6;2017-01-17 14:41:43
57;g;u6;2017-01-19 11:40:24
56;e;u7;2017-01-20 13:53:20
58;a;u2;2017-01-21 05:12:46
55;f;u7;2017-01-22 01:19:09
58;b;u4;2017-01-22 06:20:13
55;h;u2;2017-01-22 10:07:44
58;c;u2;2017-01-23 12:01:35
59;a;u2;2017-01-25 15:40:29
57;e;u7;2017-01-26 22:04:01
59;b;u3;2017-01-27 10:05:37
56;f;u7;2017-01-27 19:01:39
56;h;u1;2017-01-28 00:23:08
57;f;u7;2017-01-28 01:31:56
59;d;u5;2017-01-29 01:42:12
57;h;u1;2017-01-30 13:44:58
59;g;u6;2017-01-30 20:44:57
60;a;u2;2017-02-02 08:18:30
60;b;u3;2017-02-04 23:58:37
59;e;u8;2017-02-06 01:15:17
60;d;u5;2017-02-06 09:54:34
59;f;u8;2017-02-06 16:38:22
59;h;u1;2017-02-07 04:09:05
61;a;u2;2017-02-07 07:18:49
60;e;u7;2017-02-08 15:55:01
60;f;u7;2017-02-09 07:51:38
61;b;u3;2017-02-10 01:50:49
61;d;u5;2017-02-10 01:50:49
62;a;u1;2017-02-10 13:35:33
60;g;u6;2017-02-11 04:41:37
60;h;u2;2017-02-12 09:55:31
61;g;u6;2017-02-12 11:51:23
61;e;u8;2017-02-12 15:34:08
62;b;u3;2017-02-12 18:27:42
61;f;u8;2017-02-14 04:53:17
62;d;u5;2017-02-14 10:35:40
61;h;u1;2017-02-15 11:29:00
63;a;u2;2017-02-15 15:24:36
62;e;u8;2017-02-16 01:04:51
62;f;u8;2017-02-17 07:44:52
62;g;u6;2017-02-17 14:44:36
62;h;u1;2017-02-18 19:50:04
63;b;u3;2017-02-19 02:40:23
63;d;u5;2017-02-19 06:17:25
63;g;u6;2017-02-19 06:17:25
64;a;u2;2017-02-21 00:41:52
64;b;u3;2017-02-22 10:00:59
65;a;u2;2017-02-23 09:58:54
63;e;u7;2017-02-23 12:47:32
64;d;u5;2017-02-23 15:10:59
65;b;u4;2017-02-24 09:41:01
63;f;u8;2017-02-25 02:04:12
65;d;u5;2017-02-25 12:57:13
63;h;u1;2017-02-28 16:11:01
64;g;u6;2017-03-01 01:34:38
66;a;u2;2017-03-01 01:51:42
65;g;u5;2017-03-01 18:39:04
64;e;u8;2017-03-01 19:56:18
66;b;u4;2017-03-03 03:26:46
66;c;u2;2017-03-03 23:27:27
65;e;u8;2017-03-04 07:29:39
64;f;u8;2017-03-05 13:11:27
65;f;u8;2017-03-07 02:16:58
64;h;u1;2017-03-07 18:00:41
67;a;u2;2017-03-08 00:48:57
67;b;u3;2017-03-08 00:48:57
67;d;u5;2017-03-08 22:04:46
65;h;u1;2017-03-10 10:11:54
68;a;u1;2017-03-12 00:08:53
67;e;u7;2017-03-13 05:24:58
68;b;u3;2017-03-13 07:44:32
68;d;u5;2017-03-14 11:10:52
67;g;u6;2017-03-14 12:33:37
67;f;u8;2017-03-14 15:26:11
67;h;u1;2017-03-14 19:10:39
69;a;u2;2017-03-16 15:03:24
68;g;u6;2017-03-17 12:28:36
68;e;u8;2017-03-17 16:20:29
68;f;u7;2017-03-17 16:20:29
68;h;u1;2017-03-18 22:43:06
69;b;u3;2017-03-19 06:01:00
69;d;u6;2017-03-20 06:53:20
69;g;u6;2017-03-22 17:39:29
70;a;u2;2017-03-24 00:29:35
69;e;u8;2017-03-24 01:36:02
69;f;u8;2017-03-24 12:40:48
70;b;u3;2017-03-25 07:13:25
69;h;u1;2017-03-26 01:33:49
70;d;u6;2017-03-26 09:23:26
70;e;u8;2017-03-28 16:21:13
70;f;u7;2017-03-30 03:05:43
70;g;u5;2017-04-01 08:22:42
71;a;u2;2017-04-02 19:19:40
70;h;u1;2017-04-03 10:20:03
71;b;u3;2017-04-03 10:40:34
71;d;u5;2017-04-04 20:35:25
72;a;u2;2017-04-06 23:03:15
71;e;u7;2017-04-08 19:08:36
72;b;u3;2017-04-09 06:41:48
71;f;u7;2017-04-09 07:12:58
73;a;u1;2017-04-11 04:26:52
71;g;u6;2017-04-11 18:31:06
71;h;u1;2017-04-12 12:06:10
73;b;u3;2017-04-12 14:49:49
72;d;u6;2017-04-13 10:00:51
73;d;u6;2017-04-13 15:21:24
72;e;u7;2017-04-15 03:42:55
72;g;u5;2017-04-17 05:15:38
74;a;u1;2017-04-18 10:59:38
73;e;u7;2017-04-18 23:34:23
74;b;u4;2017-04-19 20:13:15
72;f;u7;2017-04-20 18:07:22
73;f;u7;2017-04-21 18:37:30
73;g;u5;2017-04-23 00:59:26
72;h;u1;2017-04-23 12:40:35
74;d;u5;2017-04-23 16:06:36
73;h;u1;2017-04-24 03:37:50
75;a;u2;2017-04-24 06:00:47
74;g;u6;2017-04-25 08:40:27
75;b;u3;2017-04-27 05:30:48
75;c;u2;2017-04-29 00:41:30
76;a;u2;2017-04-29 10:31:06
76;b;u3;2017-05-02 04:41:45
76;c;u1;2017-05-02 14:07:44
74;e;u8;2017-05-02 19:04:09
74;f;u7;2017-05-03 01:16:48
77;a;u2;2017-05-03 23:39:57
74;h;u2;2017-05-05 22:09:54
77;b;u3;2017-05-06 20:06:41
77;d;u5;2017-05-07 11:57:55
78;a;u2;2017-05-12 10:35:08
77;e;u7;2017-05-12 22:58:59
78;b;u3;2017-05-13 11:55:56
77;f;u8;2017-05-13 18:50:08
78;d;u5;2017-05-14 00:42:42
77;g;u6;2017-05-14 19:43:27
78;e;u7;2017-05-17 13:11:57
77;h;u1;2017-05-18 02:13:18
78;f;u7;2017-05-18 05:10:42
79;a;u1;2017-05-19 18:55:41
78;g;u6;2017-05-21 10:59:41
79;b;u3;2017-05-22 01:59:35
79;d;u5;2017-05-23 04:16:08
78;h;u2;2017-05-23 13:40:31
79;e;u7;2017-05-25 13:13:07
79;f;u7;2017-05-26 17:46:37
80;a;u2;2017-05-27 10:53:12
79;g;u6;2017-05-27 11:23:53
81;a;u1;2017-05-28 04:04:08
79;h;u1;2017-05-29 01:46:01
80;b;u3;2017-05-29 05:16:36
81;b;u3;2017-05-29 18:10:12
80;d;u5;2017-05-30 00:58:33
81;d;u6;2017-06-01 02:40:28
82;a;u2;2017-06-02 11:27:40
80;e;u7;2017-06-03 13:45:28
81;e;u7;2017-06-03 13:45:28
82;b;u4;2017-06-04 15:35:29
80;f;u7;2017-06-04 19:53:11
82;d;u5;2017-06-05 08:42:22
80;g;u6;2017-06-05 14:22:55
83;a;u2;2017-06-06 02:21:56
81;f;u7;2017-06-06 07:29:23
80;h;u2;2017-06-06 19:29:24
81;g;u6;2017-06-08 11:47:05
82;g;u5;2017-06-08 11:56:00
83;b;u4;2017-06-09 11:38:11
81;h;u2;2017-06-10 02:58:34
83;d;u5;2017-06-10 15:31:57
82;e;u7;2017-06-11 22:30:27
82;f;u8;2017-06-12 08:34:52
84;a;u2;2017-06-13 06:20:22
82;h;u1;2017-06-15 08:25:08
83;g;u6;2017-06-15 14:58:28
83;e;u7;2017-06-15 15:54:57
83;f;u7;2017-06-15 15:54:57
84;b;u3;2017-06-16 02:49:17
84;d;u5;2017-06-17 10:02:45
83;h;u1;2017-06-18 20:46:24
85;a;u1;2017-06-20 09:42:42
86;a;u2;2017-06-21 07:35:35
85;b;u4;2017-06-22 11:38:37
84;e;u7;2017-06-22 16:33:06
84;g;u6;2017-06-23 01:30:57
85;d;u5;2017-06-23 07:36:11
87;a;u1;2017-06-23 09:19:36
84;f;u7;2017-06-23 23:48:39
86;b;u4;2017-06-24 09:31:20
85;g;u6;2017-06-25 04:48:41
87;b;u3;2017-06-25 18:05:42
85;e;u7;2017-06-26 22:13:17
84;h;u1;2017-06-27 07:00:52
85;f;u7;2017-06-28 01:39:11
86;c;u1;2017-06-28 15:53:51
85;h;u1;2017-06-29 00:09:25
87;c;u1;2017-06-29 00:09:25
88;a;u2;2017-06-29 19:44:40
88;b;u4;2017-06-30 20:10:44
88;d;u6;2017-07-01 12:40:42
88;e;u7;2017-07-05 19:08:22
88;g;u5;2017-07-06 19:46:56
88;f;u8;2017-07-07 11:53:53
89;a;u2;2017-07-08 09:11:18
88;h;u1;2017-07-09 13:08:04
89;b;u3;2017-07-10 10:44:52
89;d;u5;2017-07-10 10:44:52
89;e;u8;2017-07-12 08:56:13
90;a;u1;2017-07-13 07:58:33
89;g;u5;2017-07-14 08:29:16
89;f;u7;2017-07-14 12:39:12
89;h;u2;2017-07-16 18:42:05
90;b;u4;2017-07-16 22:13:18
90;d;u6;2017-07-17 16:33:13
91;a;u1;2017-07-18 09:14:00
91;b;u3;2017-07-20 08:14:15
90;g;u5;2017-07-22 22:13:37
91;d;u5;2017-07-24 07:39:14
91;e;u7;2017-07-24 07:39:14
91;f;u7;2017-07-25 20:23:41
90;e;u8;2017-07-26 05:06:37
92;a;u1;2017-07-26 16:16:29
92;b;u3;2017-07-27 07:36:17
90;f;u7;2017-07-27 16:41:33
92;d;u5;2017-07-27 20:55:53
91;g;u6;2017-07-29 15:53:23
92;g;u5;2017-07-29 16:23:28
90;h;u1;2017-07-30 15:30:22
92;e;u7;2017-07-31 10:06:19
92;f;u8;2017-08-01 10:10:22
91;h;u1;2017-08-02 09:07:11
92;h;u1;2017-08-04 03:41:38
93;a;u1;2017-08-04 19:36:03
93;b;u3;2017-08-06 00:58:22
93;d;u6;2017-08-06 16:48:16
93;e;u8;2017-08-07 17:15:14
93;f;u8;2017-08-09 00:18:09
94;a;u2;2017-08-09 01:29:00
94;b;u4;2017-08-11 12:43:52
93;g;u5;2017-08-12 08:50:10
94;c;u2;2017-08-12 10:16:40
93;h;u1;2017-08-15 07:28:19
95;a;u2;2017-08-17 17:26:22
95;b;u3;2017-08-19 14:56:36
96;a;u1;2017-08-19 14:57:35
95;c;u2;2017-08-20 13:39:45
96;b;u3;2017-08-21 07:29:04
96;d;u6;2017-08-22 18:25:14
97;a;u2;2017-08-25 08:31:00
97;b;u3;2017-08-25 16:51:28
97;d;u5;2017-08-27 03:36:01
96;e;u8;2017-08-27 05:29:05
96;g;u6;2017-08-29 07:10:57
97;e;u7;2017-08-31 00:54:17
96;f;u7;2017-08-31 14:05:36
98;a;u1;2017-08-31 19:50:30
98;b;u3;2017-08-31 19:50:30
97;f;u8;2017-08-31 21:59:44
97;g;u6;2017-09-01 02:48:03
97;h;u1;2017-09-01 22:50:37
96;h;u2;2017-09-02 06:04:09
98;d;u6;2017-09-02 12:39:44
98;g;u5;2017-09-07 11:43:49
99;a;u2;2017-09-07 19:54:55
98;e;u7;2017-09-09 04:50:43
98;f;u7;2017-09-10 20:38:49
99;b;u3;2017-09-11 13:01:52
99;d;u5;2017-09-12 10:45:25
98;h;u1;2017-09-13 04:52:03
99;g;u5;2017-09-14 10:47:39
100;a;u1;2017-09-15 02:52:34
99;e;u8;2017-09-16 08:09:10
100;b;u3;2017-09-17 05:49:24
99;f;u7;2017-09-17 11:59:00
100;d;u5;2017-09-18 10:02:05
99;h;u1;2017-09-20 18:55:19
101;a;u2;2017-09-22 05:31:03
100;g;u5;2017-09-22 09:17:06
101;b;u3;2017-09-23 12:03:39
100;e;u8;2017-09-23 12:36:20
100;f;u7;2017-09-24 20:52:13
101;c;u2;2017-09-25 07:16:39
100;h;u1;2017-09-26 04:04:30
102;a;u1;2017-09-27 13:25:26
102;b;u4;2017-09-29 19:43:33
102;d;u5;2017-09-30 16:05:59
103;a;u2;2017-10-03 00:01:57
102;e;u8;2017-10-03 15:10:57
102;g;u6;2017-10-05 02:19:56
102;f;u8;2017-10-05 03:48:48
103;b;u3;2017-10-06 03:40:05
106;a;u2;2017-10-06 04:25:29
103;d;u5;2017-10-07 08:45:35
102;h;u1;2017-10-07 10:19:08
104;a;u1;2017-10-08 14:24:33
106;b;u3;2017-10-09 04:40:27
103;e;u8;2017-10-09 16:08:58
105;a;u1;2017-10-09 20:41:59
106;d;u5;2017-10-10 05:37:23
103;f;u8;2017-10-10 08:56:41
104;b;u3;2017-10-10 23:35:37
107;a;u2;2017-10-12 00:38:27
107;b;u4;2017-10-12 00:38:27
105;b;u3;2017-10-12 09:33:52
105;c;u2;2017-10-12 09:33:52
106;g;u5;2017-10-12 20:39:05
107;d;u5;2017-10-12 20:39:05
106;e;u8;2017-10-15 00:47:41
103;g;u6;2017-10-15 21:34:20
108;a;u2;2017-10-16 03:09:56
104;d;u6;2017-10-16 20:28:43
107;g;u6;2017-10-16 20:28:43
108;b;u3;2017-10-18 00:07:51
104;e;u8;2017-10-19 03:23:25
108;d;u5;2017-10-19 06:56:52
108;g;u5;2017-10-19 06:56:52
104;g;u6;2017-10-19 08:10:35
107;e;u7;2017-10-19 16:04:42
103;h;u2;2017-10-19 18:49:20
107;f;u8;2017-10-20 07:56:13
106;f;u7;2017-10-21 11:33:38
107;h;u1;2017-10-22 00:37:36
104;f;u7;2017-10-22 03:34:30
109;a;u1;2017-10-22 17:50:58
109;b;u3;2017-10-23 19:53:55
106;h;u2;2017-10-25 00:50:05
109;d;u5;2017-10-25 06:10:12
108;e;u7;2017-10-27 00:51:02
104;h;u1;2017-10-27 13:48:28
110;a;u2;2017-10-29 04:04:34
109;e;u7;2017-10-29 06:44:25
108;f;u7;2017-10-30 15:59:10
109;f;u8;2017-10-30 16:13:48
110;b;u3;2017-10-30 16:25:51
109;g;u5;2017-11-01 14:46:11
108;h;u2;2017-11-02 11:35:00
110;d;u5;2017-11-03 04:56:49
109;h;u2;2017-11-03 18:29:12
110;g;u6;2017-11-07 06:50:16
110;e;u7;2017-11-08 00:38:59
111;a;u1;2017-11-08 16:48:34
110;f;u7;2017-11-09 00:02:19
111;b;u3;2017-11-10 21:27:17
110;h;u2;2017-11-11 11:00:12
111;d;u5;2017-11-12 06:31:17
111;g;u6;2017-11-15 08:51:13
112;a;u1;2017-11-15 16:58:34
111;e;u7;2017-11-16 06:41:40
